"condition","subject","trialNum","targSide","RT","accuracy"
"3219","linesB","65",67,"absent",12.863,1
"3220","linesB","65",68,"absent",17.484,1
"3221","linesB","65",69,"absent",16.85,1
"3222","linesB","65",70,"absent",14.99,1
"3223","linesB","65",71,"easy",1.022,1
"3224","linesB","65",72,"hard",8.472,0
"3225","linesB","65",73,"easy",1.406,1
"3226","linesB","65",74,"absent",7.697,1
"3227","linesB","65",75,"absent",14.633,1
"3228","linesB","65",76,"absent",13.002,1
"3229","linesB","65",77,"absent",8.407,1
"3230","linesB","65",78,"hard",16.099,0
"3231","linesB","65",79,"easy",1.104,1
"3232","linesB","65",80,"easy",1.006,1
"3233","linesB","65",81,"easy",0.654,1
"3234","linesB","65",82,"hard",13.163,0
"3235","linesB","65",83,"hard",11.05,0
"3236","linesB","65",84,"absent",8.207,1
"3237","linesB","65",85,"absent",7.983,1
"3238","linesB","65",86,"hard",2.359,1
"3239","linesB","65",87,"hard",18.04,0
"3240","linesB","65",88,"absent",21.659,1
"3241","linesB","65",89,"absent",11.915,1
"3242","linesB","65",90,"absent",9.609,1
"3243","linesB","65",91,"absent",12.188,1
"3244","linesB","65",92,"easy",0.865,1
"3245","linesB","65",93,"easy",0.796,1
"3246","linesB","65",94,"easy",0.715,1
"3247","linesB","65",95,"absent",13.994,1
"3248","linesB","65",96,"absent",8.815,1
"3249","linesB","65",97,"hard",6.94,1
"3250","linesB","65",98,"absent",22.066,1
"3251","linesB","65",99,"absent",12.9,1
"3252","linesB","65",100,"absent",13.871,1
"3253","linesB","65",101,"easy",0.832,1
"3254","linesB","65",102,"hard",14.119,0
"3255","linesB","65",103,"hard",11.494,1
"3256","linesB","65",104,"hard",19.528,1
"3257","linesB","65",105,"hard",9.326,1
"3258","linesB","65",106,"easy",0.987,1
"3259","linesB","65",107,"easy",0.827,1
"3260","linesB","65",108,"absent",15.137,1
"3261","linesB","65",109,"hard",11.595,0
"3262","linesB","65",110,"absent",11.37,1
"3263","linesB","65",111,"absent",17.238,1
"3264","linesB","65",112,"absent",14.589,1
